,text,ispoem
1109,"-
Pusillanimous —
my cat’s name ’til he grew &amp;
changed his name to Claws.
-
 (pusillanimous)
  ",1
1110,you're so lucky (a poem thread. 🙈)   ,1
1111,All in my self ~ blushing ~ in each pore ~ a gift ~ from her within    ,1
1112,"I
love
thy
given
sweet
pains
as
live
on
them,
the
more
the
merrier!
",1
1113,"For a moment I held a memory in my hand: being 8yo &amp; searching for a 4 leaf clover. Wanted to put it in a , but it's already gone...",1
1114,"creamy soda
spider drinks--
they overflow

",1
1115,"If love is war,
give me  a military funeral;
but if love is a garden,
let it grow over
until everything is green.
",1
1116,this cold winter day / holding mug of tea / to cheek for warmth ,1
1117,Spun sugar clouds ~ dissolving in the drizzle ~ becoming a soft dense blanket ~ of pearl gray sky.  ,1
1118,"Your roses were red
but now they're just dead
goes back to bed
to eat all the candy instead!
 ",1
1119,My crown royal on ice ran out.. I'm looking at the bottom of an empty glass.. Missing that last drop ,1
1120,"If anyone's good 
at telling a joke or two 
I'm all ears to take away 
these blues 

",1
1121,the brittle footsteps~of winter sneaking slyly~through the leaves of fall   ,1
1122,"Blue sky above all,
so beautiful and fine free,
I do adore you!
         ",1
1123,"Swans floating in a shimmering lake
Tides rippling gently in the wake of dawn
A girl counting the stones sitting upon the soil as she aches to slither away like a snake
Away from her home which breaks her everyday 

     ",1
1124,"Walking.
Wind chill rises.
Wilted last leaves fall.
When winter stripped the trees.

1/29  1296

  
    
   
  ",1
1125,Happy to be alive and to exist in your eyes ,1
1126,"day 314
 
before winter freeze
the ukinedori sleep
unveiling mist lifts . . .
 
~jdeXpressions~
  
 ",1
1127,"We roam the bars of this city
just ghouls with class and style
seeking another angel to suck dry
of their youthful fire
We’re shredded souls and jaded hearts
we’ve lost life’s spark
we’re caught in a feeding frenzy for pleasure
hiding our emptiness in the dark
 ",1
1128,"Ides of snow
the half-midne
body gate

 ",1
1129,"Thee always, through shadow and gloom, and o'er ",1
1130,"You constantly put me down
&amp; nag me.
You once told me, you wish you never had me.      ",1
1131,"

Hair dark with wet
droplets slung
outward like blood
from a knife

I saw it all
when I had cable.",1
1132,"Nine or more reasons/to be thankful on this day/Family, friends, more...      ",1
1133,"even if the universe granted me heaven, I'd still rather burn for eternity with You. ",1
1134,"From 'The Intangible' 1/2 Not black or blue,/ Grey or red or tan,/ The skies I travel under.    ",1
1135,Shhhh...be still with me/listen as our heartbeats slow/breathtakingly calm   ,1
1136,"It's poetry- each chapter closes with a dedication piece to a victim of the system, a tribute through  in a  style flow ",1
1137,"stayin’ at hotel
smaller than a church bell 
sounds 
before
a train

  ",1
1138,"CITY LIGHTS

Driving
with the sunroof open 
is better
during summer 
nights
&amp;
a good
playlist
makes all
the difference
in the world.

",1
1139,": 

all the snow flakes... •
ever melted on her tongue •
slipped down her back •

home •
for christmas ||

 ",1
1140,"Silent love didn't throw tantrums, didn't crumple under unmet expectations; it just kept a vigilant presence, even when actions seemed misleading.
           ",1
1141,Above all: a minion of free will.   ,1
1142,"As I age/ 
the black & whites remain/
what I add/
Is shades/
of gray
",1
1143,"She has welcomed 
first spring rain 
as a perfect disguise 
for her tears.  ",1
1144,Just wrote a   to my  !! Feeling  haha  too :(,1
1145,"you can’t con a devil

                         ",1
1146,throwing petals down at your feet walking in tiny steps leaning for support when my arms are free from holding u up ,1
1147,"No thought tsunamis -
One idea at a time, please
don't drown me in words
  Tsunami    ",1
1148,"You are the one that Spring talks about.

",1
1149,"The WORDS
You ever
So PAINFULLY
Etched
Upon
My heart
Meaningless graffiti
Or
TIMELESS art

        ",1
1150,"at this age • 
being published in prune juice • 
is misunderstood • ©     2181",1
1151,"There’s no such thing as bad weather

Just the wrong clothes 

Or, really shitty horrible weather

That’s neither one thing nor the other

For instance

Intermittent drizzle on a hot day

",1
1152,"

the old goose
rarely ventured
beyond the pond
it was as if
he refused to let go
of his yesterdays
or maybe
it was afraid
that all that was left
of his tomorrows
was dinner

count 172

 


",1
1153,"voice
of looks
to his enough 

 ",1
1154,"public broadcasting
the percipient update
terrorist tales
 (update)           ",1
1155,"mature. marked. futuristic. 
  ",1
1156,"spiteful. creepy. sedate. 
  ",1
1157,"sunny afternoon
an old man lingers
near the mailbox -- Michael Rehling, USA  2004-05-1 
     ",1
1158,"Snow Days
snow days are the most
lovely and decadent of 
winter's icy grip. 

  ",1
1159,"Driving off that night,/""The horror, the horror"" was/all I could say then      ",1
1160,"With only a lamp in her hand , all that was glowing was her face ",1
1161,"To grow wings,
And not fly;
Could be a terrible lie,
To live or die.
Think in your silver line,
Let the lies,
Look and whine.

",1
1162,"Winter believe the sun will come 
and Summer always knows its limit.
  ",1
1163,"What the world need now
is the love of our Spirit,
the infinite love
of Who We Really Are.

 ",1
1164,"I will walk in the Whispers
of You..That I may feel
as comforting as Morning
Dew...",1
1165,Locusts start their summer song ~ earlier each season ~ filling the heavy nights... - Caroline A. Slee  ,1
1166,"Finished my poem and for some reason it was depressing asf, so now I gotta pick a up tempo instrumental to record it over cause chileeee 😂😂😩       ",1
1167,"Love is the thing that stays
even when hope fades away
Sometimes, in secret silence
she remains, patiently awaiting 
the day she can be free again
When all else has passed,
Love is the thing that lasts

     ",1
1168,"

her kairos smile
so delicate
so beautiful
so perfect
that I could help
but think of heaven
&amp; her
as a angel
waiting to greet me
there

count 135

 


",1
1169,"Hearing howls
And plows of this storm.
These bed-sounds of asphalt
Warn—scraping, pushing snow
That goes, where?

To sole spaces, on the side
They ride on bare faces
Chapped, the frosty air to melt
When their spring awakes.

     ",1
1170,"The ambient light
gathered in small pots of clay
Still the wild darkness


",1
1171,"From cartoons to humans my distractions changed with age From blind faith to trust issues my innocence met maturity;
From broken toys to broken hearts tears remained the same but this time the pain changed 
        ",1
1172,"the holder of dreams
in my palm sweating tears long
hackles on my neck
  ",1
1173,"Turkey Point stands firm, looming over the mangroves. Nuclear power plant.   (involves a plant)  ",1
1174,": 

those silly ole geese •
must'a gobbled it down__ •

our biscuit moon ||",1
1175,"Some days you'll be caged, some days you'll be free, the only thing that stays the same is me. ",1
1176,"Her resilience
was something to be impressed
by. Not something to
listen to.

 127

",1
1177,"and the tears
will gather on 
the questions
he left us
at the end and the 
beginning
of love
as he danced us all
 ",1
1178,"laughable. shaggy. feigned. 
  ",1
1179,"a block apart
the Spurge and Periwinkle
two churches
 ",1
1180,"Date 

Date like fate clap inside cymbal crash on my dome piece gone in pieces like shattered glass prisms on sidewalk lines

   ",1
1181,"If you smile I will ask the sun for a bigger moon
",1
1182,"My hand clenched in firm grip,
My elbow gently moving,
Saucy images fill my mind,
The vinegar strokes approach. 

",1
1183,"fallen dogwood blossoms • 
the spring garden mandala • 
blows away •    1787",1
1184,"Roses are red
Violets are blue
Dint mom tell ya
Ugly hien tu.
",1
1185,"I dig my heels and try to slow this down, I want my life to revoed any secrets I know are here,  ",1
1186,"A cold wind blowing
Rain drops hitting the window
Autumn is coming
    ",1
1187,smoked himself pale / under trees at night / & bridges / remembering good times. / exhale. Fuck. / embers ,1
1188,"I am walking towards happiness
And In my drawer
I locked away emptiness;
In rage, screaming and scared
Forgive me
For I too am more than afraid
Life is not long and I want to live
Allow me to feel what I am able to give.

     ",1
1189,"Her eye-lashes--
like bruised petals
couldn't keep her secret!


",1
1190,"he puzzles over his arms 
wrinkled
mottled with age
they are not right
I have done it

 ",1
1191,...the sound of your smile is for me the sweetest sound..     ,1
1192,"Burning of sofas, / 
Waving the flag, beat your chest. / 
Is everything sports? /
    ",1
1193,"even when
you're going down
you can never give up
the spiral always
comes around
and it will bring you up
    
 ",1
1194," He needs you more than you need him yet you cannot comprehend, you fail to comprehend.",1
1195,"gentle. past. fragile. 
  ",1
1196,The notion of you is the commotion of me 'til the emotion of me runs wild.  ,1
1197,"The writing still sticks
To my ink stained fingertips
Pressed into pages
   ",1
1198,"The vermillion on my head
is the blood from your gut
when they shot you down
for resisting
and that’s how 
I got marked as a,
Hindu. 
",1
1199,"Sixty foot gods
Spoke to me today
As I walked beneath
Their branches

They whispered
Words of healing
And I begin anew


",1
1200,"the people's republic
could ban all offense;
then we'd wonder
where all the jokes went.
",1
1201,"in the hands
of forever

I trust 

you

 ",1
1202,"for the entire funeral ~ 
the only time ~ 
he held my hand 

  ",1
1203,"The volume of the people
With the worst words
He knew they would rot
Better than the devil
Better than brothers.
Retrying area mapped skies
©
 

 
 
",1
1204,"I dare
draw as soon as another man's
will;'tis  ",1
1205,"end
of the kitchen
on the sidewalk

 ",1
1206,I have never seen a more magnificent composition of atoms than you.    ,1
1207,"She was a life lesson
disguised as love.
         ",1
1208,"  

If you don't leave traces in times
You will be forgotten in times

It matters
It matters not

My regrets and sighs
On a life 
Should be blossom &amp; fruitful
But passing in vain

I can't sit &amp; wait
I can't sit &amp; wait",1
1209,".
Water on rocks
a drum timed
to the beats
of my heart.

",1
1210,"i have this thing
for candles
and pungent 
incense
as well

   64",1
1211,"Trump was beaten by,
Obamacare so badly,
so he suffers much!
        ",1
1212,"What things hold you back from doing the things that you really want to?
  ",1
1213,"Where does summer end
and autumn begin ?
The space between us
continues to grow
from spring to leaf fall
   ",1
1214,"once upon a time first kiss

   ",1
1215,"

it was doubt
that would saturate
my heart
this fear I was
nothing more than
a pretender
seeking to claim
her heart
while she deserved
something more
a knight
to keep her safe
at night

count 184

 


",1
1216,"how the prayers
turn against me
another day rises
will I meet the wind
of tomorrow
before my blindness ends
 ",1
1217,"a point
seed of a world
bursts
spewing dark chaos
in particle waves
out into a cold
nothingness
&amp; one cluster forms
then more
energy leaps
emits light
ending night
with the first day
",1
